g,k,winning_config
0.3,0.5,14
0.31020408163265306,0.5,14
0.32040816326530613,0.5,14
0.33061224489795915,0.5,14
0.3408163265306122,0.5,14
0.3510204081632653,0.5,14
0.36122448979591837,0.5,14
0.37142857142857144,0.5,14
0.38163265306122446,0.5,14
0.39183673469387753,0.5,14
0.4020408163265306,0.5,14
0.4122448979591836,0.5,14
0.4224489795918367,0.5,14
0.43265306122448977,0.5,14
0.44285714285714284,0.5,14
0.4530612244897959,0.5,14
0.463265306122449,0.5,14
0.47346938775510206,0.5,14
0.4836734693877551,0.5,14
0.49387755102040815,0.5,14
0.5040816326530612,0.5,14
0.5142857142857142,0.5,14
0.5244897959183673,0.5,14
0.5346938775510204,0.5,14
0.5448979591836735,0.5,14
0.5551020408163265,0.5,14
0.5653061224489795,0.5,14
0.5755102040816327,0.5,14
0.5857142857142856,0.5,14
0.5959183673469388,0.5,14
0.6061224489795918,0.5,14
0.6163265306122448,0.5,14
0.6265306122448979,0.5,14
0.636734693877551,0.5,14
0.6469387755102041,0.5,14
0.657142857142857,0.5,14
0.6673469387755102,0.5,14
0.6775510204081632,0.5,14
0.6877551020408164,0.5,14
0.6979591836734693,0.5,14
0.7081632653061224,0.5,14
0.7183673469387755,0.5,14
0.7285714285714285,0.5,14
0.7387755102040816,0.5,14
0.7489795918367346,0.5,14
0.7591836734693878,0.5,14
0.7693877551020407,0.5,14
0.7795918367346939,0.5,14
0.7897959183673469,0.5,14
0.8,0.5,14
