g,k,winning_config
0.3,0.5,14
0.3555555555555555,0.5,14
0.4111111111111111,0.5,11
0.4666666666666667,0.5,11
0.5222222222222221,0.5,11
0.5777777777777777,0.5,11
0.6333333333333333,0.5,11
0.6888888888888889,0.5,11
0.7444444444444445,0.5,1
0.8,0.5,1
