g,k,winning_config
0.1,0.7000000000000001,4
0.1,0.7000000000000001,4
0.1,0.7000000000000001,4
0.1,0.7000000000000001,11
0.1,0.7000000000000001,11
0.1,0.7000000000000001,11
0.1,0.8,0
0.1,0.8,1
0.1,0.8,2
0.1,0.8,2
0.1,0.8,4
0.1,0.8,4
0.1,0.8,4
0.1,0.8,4
0.1,0.8,4
0.1,0.8,4
0.1,0.8,4
0.1,0.8,11
0.1,0.8,11
0.1,0.8,11
0.1,0.9,0
0.1,0.9,1
0.1,0.9,2
0.1,0.9,2
0.1,0.9,4
0.1,0.9,4
0.1,0.9,4
0.1,0.9,4
0.1,0.9,4
0.1,0.9,4
0.1,0.9,4
0.1,0.9,11
0.1,0.9,11
0.1,0.9,11
0.2,0.0,0
0.2,0.0,0
0.2,0.0,2
0.2,0.0,2
0.2,0.0,2
0.2,0.0,2
0.2,0.0,2
0.2,0.0,2
0.2,0.0,2
0.2,0.0,2
0.2,0.0,2
0.2,0.0,2
0.2,0.0,2
0.2,0.0,2
0.2,0.1,0
0.2,0.1,1
0.2,0.1,2
0.2,0.1,2
0.2,0.1,2
0.2,0.1,2
0.2,0.1,6
0.2,0.1,6
0.2,0.1,6
0.2,0.1,6
0.2,0.1,6
0.2,0.1,11
0.2,0.1,11
0.2,0.1,11
0.2,0.2,0
0.2,0.2,1
0.2,0.2,2
0.2,0.2,2
0.2,0.2,4
0.2,0.2,4
0.2,0.2,4
0.2,0.2,4
0.2,0.2,4
0.2,0.2,4
0.2,0.2,4
0.2,0.2,11
0.2,0.2,11
0.2,0.2,11
0.2,0.30000000000000004,0
0.2,0.30000000000000004,1
0.2,0.30000000000000004,2
0.2,0.30000000000000004,2
0.2,0.30000000000000004,4
0.2,0.30000000000000004,4
0.2,0.30000000000000004,4
0.2,0.30000000000000004,4
0.2,0.30000000000000004,4
0.2,0.30000000000000004,4
0.2,0.30000000000000004,4
0.2,0.30000000000000004,11
0.2,0.30000000000000004,11
0.2,0.30000000000000004,11
0.2,0.4,0
0.2,0.4,1
0.2,0.4,2
0.2,0.4,2
0.2,0.4,4
0.2,0.4,4
0.2,0.4,4
0.2,0.4,4
0.2,0.4,4
0.2,0.4,4
0.2,0.4,4
0.2,0.4,11
0.2,0.4,11
0.2,0.4,11
0.2,0.5,0
0.2,0.5,1
0.2,0.5,2
0.2,0.5,2
0.2,0.5,4
0.2,0.5,4
0.2,0.5,4
0.2,0.5,4
0.2,0.5,4
0.2,0.5,4
0.2,0.5,4
0.2,0.5,11
0.2,0.5,11
0.2,0.5,11
0.2,0.6000000000000001,0
0.2,0.6000000000000001,1
0.2,0.6000000000000001,2
0.2,0.6000000000000001,2
0.2,0.6000000000000001,4
0.2,0.6000000000000001,4
0.2,0.6000000000000001,4
0.2,0.6000000000000001,4
0.2,0.6000000000000001,4
0.2,0.6000000000000001,4
0.2,0.6000000000000001,4
0.2,0.6000000000000001,11
0.2,0.6000000000000001,11
0.2,0.6000000000000001,11
0.2,0.7000000000000001,0
0.2,0.7000000000000001,1
0.2,0.7000000000000001,2
0.2,0.7000000000000001,2
0.2,0.7000000000000001,4
0.2,0.7000000000000001,4
0.2,0.7000000000000001,4
0.2,0.7000000000000001,4
0.2,0.7000000000000001,4
0.2,0.7000000000000001,4
0.2,0.7000000000000001,4
0.2,0.7000000000000001,11
0.2,0.7000000000000001,11
0.2,0.7000000000000001,11
0.2,0.8,0
0.2,0.8,1
0.2,0.8,2
0.2,0.8,2
0.2,0.8,4
0.2,0.8,4
0.2,0.8,4
0.2,0.8,4
0.2,0.8,4
0.2,0.8,4
0.2,0.8,4
0.2,0.8,11
0.2,0.8,11
0.2,0.8,11
0.2,0.9,0
0.2,0.9,1
0.2,0.9,2
0.2,0.9,2
0.2,0.9,4
0.2,0.9,4
0.2,0.9,4
0.2,0.9,4
0.2,0.9,4
0.2,0.9,4
0.2,0.9,4
0.2,0.9,11
0.2,0.9,11
0.2,0.9,11
0.30000000000000004,0.0,0
0.30000000000000004,0.0,0
0.30000000000000004,0.0,2
0.30000000000000004,0.0,2
0.30000000000000004,0.0,2
0.30000000000000004,0.0,2
0.30000000000000004,0.0,2
0.30000000000000004,0.0,2
0.30000000000000004,0.0,2
0.30000000000000004,0.0,2
0.30000000000000004,0.0,2
0.30000000000000004,0.0,2
0.30000000000000004,0.0,2
0.30000000000000004,0.0,2
0.30000000000000004,0.1,0
0.30000000000000004,0.1,1
0.30000000000000004,0.1,2
0.30000000000000004,0.1,2
0.30000000000000004,0.1,2
0.30000000000000004,0.1,2
0.30000000000000004,0.1,2
0.30000000000000004,0.1,2
0.30000000000000004,0.1,2
0.30000000000000004,0.1,2
0.30000000000000004,0.1,2
0.30000000000000004,0.1,2
0.30000000000000004,0.1,2
0.30000000000000004,0.1,2
0.30000000000000004,0.2,0
0.30000000000000004,0.2,1
0.30000000000000004,0.2,2
0.30000000000000004,0.2,2
0.30000000000000004,0.2,4
0.30000000000000004,0.2,4
0.30000000000000004,0.2,6
0.30000000000000004,0.2,6
0.30000000000000004,0.2,6
0.30000000000000004,0.2,6
0.30000000000000004,0.2,6
0.30000000000000004,0.2,11
0.30000000000000004,0.2,11
0.30000000000000004,0.2,11
0.30000000000000004,0.30000000000000004,0
0.30000000000000004,0.30000000000000004,1
0.30000000000000004,0.30000000000000004,2
0.30000000000000004,0.30000000000000004,2
0.30000000000000004,0.30000000000000004,4
0.30000000000000004,0.30000000000000004,4
0.30000000000000004,0.30000000000000004,4
0.30000000000000004,0.30000000000000004,4
0.30000000000000004,0.30000000000000004,4
0.30000000000000004,0.30000000000000004,4
0.30000000000000004,0.30000000000000004,4
0.30000000000000004,0.30000000000000004,11
0.30000000000000004,0.30000000000000004,11
0.30000000000000004,0.30000000000000004,11
0.30000000000000004,0.4,0
0.30000000000000004,0.4,1
0.30000000000000004,0.4,2
0.30000000000000004,0.4,2
0.30000000000000004,0.4,4
0.30000000000000004,0.4,4
0.30000000000000004,0.4,4
0.30000000000000004,0.4,4
0.30000000000000004,0.4,4
0.30000000000000004,0.4,4
0.30000000000000004,0.4,4
0.30000000000000004,0.4,11
0.30000000000000004,0.4,11
0.30000000000000004,0.4,11
0.30000000000000004,0.5,0
0.30000000000000004,0.5,1
0.30000000000000004,0.5,2
0.30000000000000004,0.5,2
0.30000000000000004,0.5,4
0.30000000000000004,0.5,4
0.30000000000000004,0.5,4
0.30000000000000004,0.5,4
0.30000000000000004,0.5,4
0.30000000000000004,0.5,4
0.30000000000000004,0.5,4
0.30000000000000004,0.5,11
0.30000000000000004,0.5,11
0.30000000000000004,0.5,11
0.30000000000000004,0.6000000000000001,0
0.30000000000000004,0.6000000000000001,1
0.30000000000000004,0.6000000000000001,2
0.30000000000000004,0.6000000000000001,2
0.30000000000000004,0.6000000000000001,4
0.30000000000000004,0.6000000000000001,4
0.30000000000000004,0.6000000000000001,4
0.30000000000000004,0.6000000000000001,4
0.30000000000000004,0.6000000000000001,4
0.30000000000000004,0.6000000000000001,4
0.30000000000000004,0.6000000000000001,4
0.30000000000000004,0.6000000000000001,11
0.30000000000000004,0.6000000000000001,11
0.30000000000000004,0.6000000000000001,11
0.30000000000000004,0.7000000000000001,0
0.30000000000000004,0.7000000000000001,1
0.30000000000000004,0.7000000000000001,2
0.30000000000000004,0.7000000000000001,2
0.30000000000000004,0.7000000000000001,4
0.30000000000000004,0.7000000000000001,4
0.30000000000000004,0.7000000000000001,4
0.30000000000000004,0.7000000000000001,4
0.30000000000000004,0.7000000000000001,4
0.30000000000000004,0.7000000000000001,4
0.30000000000000004,0.7000000000000001,4
0.30000000000000004,0.7000000000000001,11
0.30000000000000004,0.7000000000000001,11
0.30000000000000004,0.7000000000000001,11
0.30000000000000004,0.8,0
0.30000000000000004,0.8,1
0.30000000000000004,0.8,2
0.30000000000000004,0.8,2
0.30000000000000004,0.8,4
0.30000000000000004,0.8,4
0.30000000000000004,0.8,4
0.30000000000000004,0.8,4
0.30000000000000004,0.8,4
0.30000000000000004,0.8,4
0.30000000000000004,0.8,4
0.30000000000000004,0.8,11
0.30000000000000004,0.8,11
0.30000000000000004,0.8,11
0.30000000000000004,0.9,0
0.30000000000000004,0.9,1
0.30000000000000004,0.9,2
0.30000000000000004,0.9,2
0.30000000000000004,0.9,4
0.30000000000000004,0.9,4
0.30000000000000004,0.9,4
0.30000000000000004,0.9,4
0.30000000000000004,0.9,4
0.30000000000000004,0.9,4
0.30000000000000004,0.9,4
0.30000000000000004,0.9,11
0.30000000000000004,0.9,11
0.30000000000000004,0.9,11
0.4,0.0,0
0.4,0.0,1
0.4,0.0,2
0.4,0.0,2
0.4,0.0,2
0.4,0.0,2
0.4,0.0,2
0.4,0.0,2
0.4,0.0,2
0.4,0.0,2
0.4,0.0,2
0.4,0.0,2
0.4,0.0,2
0.4,0.0,2
0.4,0.1,0
0.4,0.1,1
0.4,0.1,2
0.4,0.1,2
0.4,0.1,2
0.4,0.1,2
0.4,0.1,2
0.4,0.1,2
0.4,0.1,2
0.4,0.1,2
0.4,0.1,2
0.4,0.1,2
0.4,0.1,2
0.4,0.1,2
0.4,0.2,0
0.4,0.2,1
0.4,0.2,2
0.4,0.2,2
0.4,0.2,2
0.4,0.2,2
0.4,0.2,2
0.4,0.2,2
0.4,0.2,2
0.4,0.2,2
0.4,0.2,2
0.4,0.2,2
0.4,0.2,2
0.4,0.2,2
0.4,0.30000000000000004,0
0.4,0.30000000000000004,1
0.4,0.30000000000000004,2
0.4,0.30000000000000004,2
0.4,0.30000000000000004,2
0.4,0.30000000000000004,2
0.4,0.30000000000000004,6
0.4,0.30000000000000004,6
0.4,0.30000000000000004,6
0.4,0.30000000000000004,6
0.4,0.30000000000000004,6
0.4,0.30000000000000004,11
0.4,0.30000000000000004,11
0.4,0.30000000000000004,11
0.4,0.4,0
0.4,0.4,1
0.4,0.4,2
0.4,0.4,2
0.4,0.4,4
0.4,0.4,4
0.4,0.4,4
0.4,0.4,4
0.4,0.4,4
0.4,0.4,4
0.4,0.4,4
0.4,0.4,11
0.4,0.4,11
0.4,0.4,11
0.4,0.5,0
0.4,0.5,1
0.4,0.5,2
0.4,0.5,2
0.4,0.5,4
0.4,0.5,4
0.4,0.5,4
0.4,0.5,4
0.4,0.5,4
0.4,0.5,4
0.4,0.5,4
0.4,0.5,11
0.4,0.5,11
0.4,0.5,11
0.4,0.6000000000000001,0
0.4,0.6000000000000001,1
0.4,0.6000000000000001,2
0.4,0.6000000000000001,2
0.4,0.6000000000000001,4
0.4,0.6000000000000001,4
0.4,0.6000000000000001,4
0.4,0.6000000000000001,4
0.4,0.6000000000000001,4
0.4,0.6000000000000001,4
0.4,0.6000000000000001,4
0.4,0.6000000000000001,11
0.4,0.6000000000000001,11
0.4,0.6000000000000001,11
0.4,0.7000000000000001,0
0.4,0.7000000000000001,1
0.4,0.7000000000000001,2
0.4,0.7000000000000001,2
0.4,0.7000000000000001,4
0.4,0.7000000000000001,4
0.4,0.7000000000000001,4
0.4,0.7000000000000001,4
0.4,0.7000000000000001,4
0.4,0.7000000000000001,4
0.4,0.7000000000000001,4
0.4,0.7000000000000001,11
0.4,0.7000000000000001,11
0.4,0.7000000000000001,11
0.4,0.8,0
0.4,0.8,1
0.4,0.8,2
0.4,0.8,2
0.4,0.8,4
0.4,0.8,4
0.4,0.8,4
0.4,0.8,4
0.4,0.8,4
0.4,0.8,4
0.4,0.8,4
0.4,0.8,11
0.4,0.8,11
0.4,0.8,11
0.4,0.9,0
0.4,0.9,1
0.4,0.9,2
0.4,0.9,2
0.4,0.9,4
0.4,0.9,4
0.4,0.9,4
0.4,0.9,4
0.4,0.9,4
0.4,0.9,4
0.4,0.9,4
0.4,0.9,11
0.4,0.9,11
0.4,0.9,11
0.5,0.0,0
0.5,0.0,1
0.5,0.0,2
0.5,0.0,3
0.5,0.0,3
0.5,0.0,3
0.5,0.0,3
0.5,0.0,3
0.5,0.0,3
0.5,0.0,3
0.5,0.0,3
0.5,0.0,3
0.5,0.0,3
0.5,0.0,3
0.5,0.1,0
0.5,0.1,1
0.5,0.1,2
0.5,0.1,2
0.5,0.1,2
0.5,0.1,2
0.5,0.1,2
0.5,0.1,2
0.5,0.1,2
0.5,0.1,2
0.5,0.1,2
0.5,0.1,2
0.5,0.1,2
0.5,0.1,2
0.5,0.2,0
0.5,0.2,1
0.5,0.2,2
0.5,0.2,2
0.5,0.2,2
0.5,0.2,2
0.5,0.2,2
0.5,0.2,2
0.5,0.2,2
0.5,0.2,2
0.5,0.2,2
0.5,0.2,2
0.5,0.2,2
0.5,0.2,2
0.5,0.30000000000000004,0
0.5,0.30000000000000004,1
0.5,0.30000000000000004,2
0.5,0.30000000000000004,2
0.5,0.30000000000000004,2
0.5,0.30000000000000004,2
0.5,0.30000000000000004,2
0.5,0.30000000000000004,2
0.5,0.30000000000000004,2
0.5,0.30000000000000004,2
0.5,0.30000000000000004,2
0.5,0.30000000000000004,2
0.5,0.30000000000000004,2
0.5,0.30000000000000004,2
0.5,0.4,0
0.5,0.4,1
0.5,0.4,2
0.5,0.4,2
0.5,0.4,2
0.5,0.4,2
0.5,0.4,6
0.5,0.4,6
0.5,0.4,6
0.5,0.4,6
0.5,0.4,6
0.5,0.4,11
0.5,0.4,11
0.5,0.4,11
0.5,0.5,0
0.5,0.5,1
0.5,0.5,2
0.5,0.5,2
0.5,0.5,4
0.5,0.5,4
0.5,0.5,6
0.5,0.5,6
0.5,0.5,6
0.5,0.5,6
0.5,0.5,6
0.5,0.5,11
0.5,0.5,11
0.5,0.5,11
0.5,0.6000000000000001,0
0.5,0.6000000000000001,1
0.5,0.6000000000000001,2
0.5,0.6000000000000001,2
0.5,0.6000000000000001,4
0.5,0.6000000000000001,4
0.5,0.6000000000000001,4
0.5,0.6000000000000001,4
0.5,0.6000000000000001,4
0.5,0.6000000000000001,4
0.5,0.6000000000000001,4
0.5,0.6000000000000001,11
0.5,0.6000000000000001,11
0.5,0.6000000000000001,11
0.5,0.7000000000000001,0
0.5,0.7000000000000001,1
0.5,0.7000000000000001,2
0.5,0.7000000000000001,2
0.5,0.7000000000000001,4
0.5,0.7000000000000001,4
0.5,0.7000000000000001,4
0.5,0.7000000000000001,4
0.5,0.7000000000000001,4
0.5,0.7000000000000001,4
0.5,0.7000000000000001,4
0.5,0.7000000000000001,11
0.5,0.7000000000000001,11
0.5,0.7000000000000001,11
0.5,0.8,0
0.5,0.8,1
0.5,0.8,2
0.5,0.8,2
0.5,0.8,4
0.5,0.8,4
0.5,0.8,4
0.5,0.8,4
0.5,0.8,4
0.5,0.8,4
0.5,0.8,4
0.5,0.8,11
0.5,0.8,11
0.5,0.8,11
0.5,0.9,0
0.5,0.9,1
0.5,0.9,2
0.5,0.9,2
0.5,0.9,4
0.5,0.9,4
0.5,0.9,4
0.5,0.9,4
0.5,0.9,4
0.5,0.9,4
0.5,0.9,4
0.5,0.9,11
0.5,0.9,11
0.5,0.9,11
0.6000000000000001,0.0,0
0.6000000000000001,0.0,1
0.6000000000000001,0.0,2
0.6000000000000001,0.0,2
0.6000000000000001,0.0,2
0.6000000000000001,0.0,2
0.6000000000000001,0.0,2
0.6000000000000001,0.0,2
0.6000000000000001,0.0,2
0.6000000000000001,0.0,2
0.6000000000000001,0.0,2
0.6000000000000001,0.0,2
0.6000000000000001,0.0,2
0.6000000000000001,0.0,2
0.6000000000000001,0.1,0
0.6000000000000001,0.1,1
0.6000000000000001,0.1,2
0.6000000000000001,0.1,2
0.6000000000000001,0.1,2
0.6000000000000001,0.1,2
0.6000000000000001,0.1,2
0.6000000000000001,0.1,2
0.6000000000000001,0.1,2
0.6000000000000001,0.1,2
0.6000000000000001,0.1,2
0.6000000000000001,0.1,2
0.6000000000000001,0.1,2
0.6000000000000001,0.1,2
0.6000000000000001,0.2,0
0.6000000000000001,0.2,1
0.6000000000000001,0.2,2
0.6000000000000001,0.2,2
0.6000000000000001,0.2,2
0.6000000000000001,0.2,2
0.6000000000000001,0.2,2
0.6000000000000001,0.2,2
0.6000000000000001,0.2,2
0.6000000000000001,0.2,2
0.6000000000000001,0.2,2
0.6000000000000001,0.2,2
0.6000000000000001,0.2,2
0.6000000000000001,0.2,2
0.6000000000000001,0.30000000000000004,0
0.6000000000000001,0.30000000000000004,1
0.6000000000000001,0.30000000000000004,2
0.6000000000000001,0.30000000000000004,2
0.6000000000000001,0.30000000000000004,2
0.6000000000000001,0.30000000000000004,2
0.6000000000000001,0.30000000000000004,2
0.6000000000000001,0.30000000000000004,2
0.6000000000000001,0.30000000000000004,2
0.6000000000000001,0.30000000000000004,2
0.6000000000000001,0.30000000000000004,2
0.6000000000000001,0.30000000000000004,2
0.6000000000000001,0.30000000000000004,2
0.6000000000000001,0.30000000000000004,2
0.6000000000000001,0.4,0
0.6000000000000001,0.4,1
0.6000000000000001,0.4,2
0.6000000000000001,0.4,2
0.6000000000000001,0.4,2
0.6000000000000001,0.4,2
0.6000000000000001,0.4,2
0.6000000000000001,0.4,2
0.6000000000000001,0.4,2
0.6000000000000001,0.4,2
0.6000000000000001,0.4,2
0.6000000000000001,0.4,2
0.6000000000000001,0.4,2
0.6000000000000001,0.4,2
0.6000000000000001,0.5,0
0.6000000000000001,0.5,1
0.6000000000000001,0.5,2
0.6000000000000001,0.5,2
0.6000000000000001,0.5,2
0.6000000000000001,0.5,2
0.6000000000000001,0.5,6
0.6000000000000001,0.5,6
0.6000000000000001,0.5,6
0.6000000000000001,0.5,6
0.6000000000000001,0.5,6
0.6000000000000001,0.5,6
0.6000000000000001,0.5,6
0.6000000000000001,0.5,6
0.6000000000000001,0.6000000000000001,0
0.6000000000000001,0.6000000000000001,1
0.6000000000000001,0.6000000000000001,2
0.6000000000000001,0.6000000000000001,2
0.6000000000000001,0.6000000000000001,4
0.6000000000000001,0.6000000000000001,4
0.6000000000000001,0.6000000000000001,6
0.6000000000000001,0.6000000000000001,6
0.6000000000000001,0.6000000000000001,6
0.6000000000000001,0.6000000000000001,6
0.6000000000000001,0.6000000000000001,6
0.6000000000000001,0.6000000000000001,11
0.6000000000000001,0.6000000000000001,11
0.6000000000000001,0.6000000000000001,11
0.6000000000000001,0.7000000000000001,0
0.6000000000000001,0.7000000000000001,1
0.6000000000000001,0.7000000000000001,2
0.6000000000000001,0.7000000000000001,2
0.6000000000000001,0.7000000000000001,4
0.6000000000000001,0.7000000000000001,4
0.6000000000000001,0.7000000000000001,6
0.6000000000000001,0.7000000000000001,6
0.6000000000000001,0.7000000000000001,6
0.6000000000000001,0.7000000000000001,6
0.6000000000000001,0.7000000000000001,6
0.6000000000000001,0.7000000000000001,11
0.6000000000000001,0.7000000000000001,11
0.6000000000000001,0.7000000000000001,11
0.6000000000000001,0.8,0
0.6000000000000001,0.8,1
0.6000000000000001,0.8,2
0.6000000000000001,0.8,2
0.6000000000000001,0.8,4
0.6000000000000001,0.8,4
0.6000000000000001,0.8,4
0.6000000000000001,0.8,4
0.6000000000000001,0.8,4
0.6000000000000001,0.8,4
0.6000000000000001,0.8,4
0.6000000000000001,0.8,11
0.6000000000000001,0.8,11
0.6000000000000001,0.8,11
0.6000000000000001,0.9,0
0.6000000000000001,0.9,1
0.6000000000000001,0.9,2
0.6000000000000001,0.9,2
0.6000000000000001,0.9,4
0.6000000000000001,0.9,4
0.6000000000000001,0.9,4
0.6000000000000001,0.9,4
0.6000000000000001,0.9,4
0.6000000000000001,0.9,4
0.6000000000000001,0.9,4
0.6000000000000001,0.9,11
0.6000000000000001,0.9,11
0.6000000000000001,0.9,11
0.7000000000000001,0.0,0
0.7000000000000001,0.0,1
0.7000000000000001,0.0,2
0.7000000000000001,0.0,3
0.7000000000000001,0.0,3
0.7000000000000001,0.0,3
0.7000000000000001,0.0,3
0.7000000000000001,0.0,3
0.7000000000000001,0.0,3
0.7000000000000001,0.0,3
0.7000000000000001,0.0,3
0.7000000000000001,0.0,3
0.7000000000000001,0.0,3
0.7000000000000001,0.0,3
0.7000000000000001,0.1,0
0.7000000000000001,0.1,1
0.7000000000000001,0.1,2
0.7000000000000001,0.1,2
0.7000000000000001,0.1,2
0.7000000000000001,0.1,2
0.7000000000000001,0.1,2
0.7000000000000001,0.1,7
0.7000000000000001,0.1,7
0.7000000000000001,0.1,7
0.7000000000000001,0.1,7
0.7000000000000001,0.1,7
0.7000000000000001,0.1,7
0.7000000000000001,0.1,7
0.7000000000000001,0.2,0
0.7000000000000001,0.2,1
0.7000000000000001,0.2,2
0.7000000000000001,0.2,2
0.7000000000000001,0.2,2
0.7000000000000001,0.2,2
0.7000000000000001,0.2,2
0.7000000000000001,0.2,7
0.7000000000000001,0.2,7
0.7000000000000001,0.2,7
0.7000000000000001,0.2,7
0.7000000000000001,0.2,7
0.7000000000000001,0.2,7
0.7000000000000001,0.2,7
0.7000000000000001,0.30000000000000004,0
0.7000000000000001,0.30000000000000004,1
0.7000000000000001,0.30000000000000004,2
0.7000000000000001,0.30000000000000004,2
0.7000000000000001,0.30000000000000004,2
0.7000000000000001,0.30000000000000004,2
0.7000000000000001,0.30000000000000004,2
0.7000000000000001,0.30000000000000004,7
0.7000000000000001,0.30000000000000004,7
0.7000000000000001,0.30000000000000004,7
0.7000000000000001,0.30000000000000004,7
0.7000000000000001,0.30000000000000004,7
0.7000000000000001,0.30000000000000004,7
0.7000000000000001,0.30000000000000004,7
0.7000000000000001,0.4,0
0.7000000000000001,0.4,1
0.7000000000000001,0.4,2
0.7000000000000001,0.4,2
0.7000000000000001,0.4,2
0.7000000000000001,0.4,2
0.7000000000000001,0.4,2
0.7000000000000001,0.4,7
0.7000000000000001,0.4,7
0.7000000000000001,0.4,7
0.7000000000000001,0.4,7
0.7000000000000001,0.4,7
0.7000000000000001,0.4,7
0.7000000000000001,0.4,7
0.7000000000000001,0.5,0
0.7000000000000001,0.5,1
0.7000000000000001,0.5,2
0.7000000000000001,0.5,2
0.7000000000000001,0.5,2
0.7000000000000001,0.5,2
0.7000000000000001,0.5,2
0.7000000000000001,0.5,7
0.7000000000000001,0.5,7
0.7000000000000001,0.5,7
0.7000000000000001,0.5,7
0.7000000000000001,0.5,7
